program,category,sector,upcs,gtins,mpns,product_name,company_name,city,state,partner_since,fragrance_free,outdoor_use,company_in_good_standing,product_url
DfE,Consumer Product,All-Purpose Cleaners,19200850179,,,Lysol Brand Kills 99.9% of Viruses & Bacteria** Power & Free Multi-purpose Cleaner with Hydrogen Peroxide Citrus Sparkle Scent,Reckitt Benckiser LLC,Parsippany,New Jersey,2009,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=777-126
DfE,Consumer Product,All-Purpose Cleaners,19200892896,,,Lysol Brand Kills 99.9% of Viruses & Bacteria** Power & Free Multi-purpose Cleaner with Hydrogen Peroxide Citrus Sparkle Scent,Reckitt Benckiser LLC,Parsippany,New Jersey,2009,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=777-126
DfE,Consumer Product,All-Purpose Cleaners,19200996532,,,Pet Mess Disinfecting Cleaner Citrus Blossom Scent Lysol Brand Kills 99.9% of Viruses & Bacteria**,Reckitt Benckiser LLC,Parsippany,New Jersey,2009,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=777-126
DfE,Consumer Product,All-Purpose Cleaners,20066489793,,,Krud Kutter One Step Cleaner & Disinfectant Wipes,Rust-Oleum Corporation,Vernon Hills,Illinois,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-75082
DfE,Consumer Product,All-Purpose Cleaners,44600601953,,,Clorox Plant-Based Disinfecting Wipes,Clorox Company,Oakland,California,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-5813
DfE,Consumer Product,All-Purpose Cleaners,44600601960,,,Clorox Plant-Based Disinfecting Wipes,Clorox Company,Oakland,California,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-5813
DfE,Consumer Product,All-Purpose Cleaners,79893200057,,,Open Nature Disinfecting All Purpose Cleaner,Albertsons Companies,Boise,Idaho,2012,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=88472-1-89054
DfE,Consumer Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Consumer Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Consumer Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Consumer Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Consumer Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Consumer Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Consumer Product,All-Purpose Cleaners,7.03074E+11,,,Lemi Shine Disinfecting Wipes,AlEn USA,Houston,Texas,2017,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-92388
DfE,Consumer Product,All-Purpose Cleaners,7.03074E+11,,,Lemi Shine Disinfecting Wipes,AlEn USA,Houston,Texas,2017,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-92388
DfE,Consumer Product,All-Purpose Cleaners,7.32913E+11,,,Disinfecting Hydrogen Peroxide Cleaner - Fragrance Free,Seventh Generation,Burlington,Vermont,2009,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=85837-5-86066
DfE,Consumer Product,All-Purpose Cleaners,8.19432E+11,,,OxiGenesis,"EnvirOx, LLC",Danville,Illinois,2022,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=69268-4
DfE,Consumer Product,All-Purpose Cleaners,8.4356E+11,,,Earth Rescue Disinfectant All Purpose Cleaner,"ICB-PTY, Ltd.",Irvine,California,2010,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=88472-1
DfE,Consumer Product,All-Purpose Cleaners,8.95559E+11,,,CleanCide,"Wexford Labs, Inc.",Kirkwood,Missouri,2011,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35
DfE,Consumer Product,All-Purpose Cleaners,,7.32913E+11,,Disinfecting Hydrogen Peroxide Cleaner - Fragrance Free,Seventh Generation,Burlington,Vermont,2009,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=85837-5-86066
DfE,Consumer Product,All-Purpose Cleaners,,1.00201E+13,,Krud Kutter One Step Cleaner & Disinfectant Wipes,Rust-Oleum Corporation,Vernon Hills,Illinois,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-75082
DfE,Consumer Product,All-Purpose Cleaners,,1.00446E+13,,Clorox Plant-Based Disinfecting Wipes,Clorox Company,Oakland,California,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-5813
DfE,Consumer Product,All-Purpose Cleaners,,1.00446E+13,,Clorox Plant-Based Disinfecting Wipes,Clorox Company,Oakland,California,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-5813
DfE,Consumer Product,All-Purpose Cleaners,,,,All-Purpose Disinfectant Spray,Innovasource,Huntersville,North Carolina,2023,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=85837-5
DfE,Consumer Product,All-Purpose Cleaners,,,,"ECOS Multi-Purpose Disinfectant & Sanitizer, fresh citrus",Radienz Living,,,2017,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-82206
DfE,Consumer Product,All-Purpose Cleaners,,,,"ECOS Multi-Purpose Disinfectant Wipes, fresh citrus",Radienz Living,,,2017,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-82206
DfE,Consumer Product,All-Purpose Cleaners,,,,Lysol Brand Everyday Multi-Surface Disinfectant Fragrance Free,Reckitt Benckiser LLC,Parsippany,New Jersey,2009,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=777-111
DfE,Consumer Product,All-Purpose Cleaners,,,,Lysol Brand Everyday Multi-Surface Disinfectant Lemon & Lime Blossom,Reckitt Benckiser LLC,Parsippany,New Jersey,2009,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=777-111
DfE,Consumer Product,All-Purpose Cleaners,,,,Lysol Brand Kills 99.9% of Viruses & Bacteria** Power & Free Multi-Purpose Cleaner with Hydrogen Peroxide Fragrance Free,Reckitt Benckiser LLC,Parsippany,New Jersey,2009,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=777-126
DfE,Consumer Product,All-Purpose Cleaners,,,,NUGEN Citric-Guard Plus 6,Arxada,Allendale,New Jersey,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=6836-514
DfE,Consumer Product,All-Purpose Cleaners,,,,NUGEN Citric-Guard Wipes,Arxada,Allendale,New Jersey,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=6836-455
DfE,Consumer Product,All-Purpose Cleaners,,,,NUGEN EHP RTU,Arxada,Allendale,New Jersey,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=6836-385
DfE,Consumer Product,All-Purpose Cleaners,,,,PROXI® HOME General Disinfectant Cleaner Spray,Innovasource,Huntersville,North Carolina,2023,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=85837-4
DfE,Consumer Product,All-Purpose Cleaners,,,,Purefexion Wipes,"Wexford Labs, Inc.",Kirkwood,Missouri,2011,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37
DfE,Consumer Product,All-Purpose Cleaners,,,,Wexford Disinfectant Wipes,"Wexford Labs, Inc.",Kirkwood,Missouri,2011,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37
DfE,Consumer Product,Other Home Products,73852501032,,,"PURELL® Multi Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Consumer Product,Other Home Products,,73852501070,,"PURELL® Multi Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Consumer Product,Other Home Products,,,284402ECCAL,"PURELL® Multi Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Consumer Product,Toilet Bowl Cleaners,79893200095,,,Open Nature Antimicrobial Toilet Bowl Cleaner,Albertsons Companies,Boise,Idaho,2012,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=88472-2-89054
DfE,Consumer Product,Toilet Bowl Cleaners,8.4356E+11,,,Earth Rescue Antimicrobial Toilet Bowl Cleaner,"ICB-PTY, Ltd.",Irvine,California,2010,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=88472-2
DfE,Consumer Product,Toilet Bowl Cleaners,,,,Earth Rescue Toilet Bowl Cleaner,"ICB-PTY, Ltd.",Irvine,California,2010,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=88472-2
DfE,Consumer Product,Tub/Tile Cleaners,79893200088,,,Open Nature Disinfecting Bathroom Cleaner,Albertsons Companies,Boise,Idaho,2012,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=88472-1-89054
DfE,Consumer Product,Tub/Tile Cleaners,8.4356E+11,,,Earth Rescue Disinfectant Bathroom Cleaner,"ICB-PTY, Ltd.",Irvine,California,2010,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=88472-1
DfE,Industrial/Institutional Product,All-Purpose Cleaners,20066489793,,,Krud Kutter One Step Cleaner & Disinfectant Wipes,Rust-Oleum Corporation,Vernon Hills,Illinois,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-75082
DfE,Industrial/Institutional Product,All-Purpose Cleaners,44600600956,,,CloroxPro Clorox® EcoClean Disinfecting Cleaner,Clorox Company,Oakland,California,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=67619-45
DfE,Industrial/Institutional Product,All-Purpose Cleaners,44600602134,,,CloroxPro Clorox® EcoClean Disinfecting Cleaner,Clorox Company,Oakland,California,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=67619-45
DfE,Industrial/Institutional Product,All-Purpose Cleaners,6.51619E+11,,,WAXIE-Green Disinfecting Wipes,"Waxie's Enterprises, LLC, an Envoy Solutions Company",San Diego,California,2021,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-14994
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.00427E+11,,,GE Fight Bac RTU,Betco Corporation,Bowling Green,Ohio,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-4170
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.61841E+11,,,Maxim Citric Acid Disinfectant RTU,"Midlab, Inc.",Athens,Tennessee,2008,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-45745
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.61841E+11,,,Maxim Citric Acid Disinfectant RTU,"Midlab, Inc.",Athens,Tennessee,2008,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-45745
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.89745E+11,,,RTG READY TO GO TB Disinfectant Cleaner,Intercon Chemical Company,St. Louis,Missouri,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-48211
DfE,Industrial/Institutional Product,All-Purpose Cleaners,7.89745E+11,,,RTG READY TO GO TB Disinfectant Cleaner,Intercon Chemical Company,St. Louis,Missouri,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-48211
DfE,Industrial/Institutional Product,All-Purpose Cleaners,8.19432E+11,,,OxiGenesis,"EnvirOx, LLC",Danville,Illinois,2022,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=69268-4
DfE,Industrial/Institutional Product,All-Purpose Cleaners,8.50018E+11,,,EcoPro Disinfecting Wipes,Zogics LLC,Lenox,Massachusetts,2023,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-84918
DfE,Industrial/Institutional Product,All-Purpose Cleaners,8.50018E+11,,,EcoPro Disinfecting Wipes,Zogics LLC,Lenox,Massachusetts,2023,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-84918
DfE,Industrial/Institutional Product,All-Purpose Cleaners,8.50862E+11,,,Lucas-Cide CA,Lucas Products Corp.,Toledo,Ohio,2012,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-3974
DfE,Industrial/Institutional Product,All-Purpose Cleaners,8.50862E+11,,,Lucas-Cide CA,Lucas Products Corp.,Toledo,Ohio,2012,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-3974
DfE,Industrial/Institutional Product,All-Purpose Cleaners,8.95559E+11,,,CleanCide,"Wexford Labs, Inc.",Kirkwood,Missouri,2011,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,7.61841E+11,,Maxim Citric Acid Disinfectant RTU,"Midlab, Inc.",Athens,Tennessee,2008,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-45745
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,1.00201E+13,,Krud Kutter One Step Cleaner & Disinfectant Wipes,Rust-Oleum Corporation,Vernon Hills,Illinois,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37-75082
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,1.00446E+13,,CloroxPro Clorox EcoClean Disinfecting Wipes,Clorox Company,Oakland,California,2007,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=67619-48
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,2.07618E+13,,Maxim Citric Acid Disinfectant RTU,"Midlab, Inc.",Athens,Tennessee,2008,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-45745
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,3.07618E+13,,Maxim Citric Acid Disinfectant RTU,"Midlab, Inc.",Athens,Tennessee,2008,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-45745
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,"Airx CitroRx Botanical Disinfectant Cleaner & Odor Counteractant Tuberculocidal, Fungicidal and Sanitizer",Airex Laboratories,Folcroft,Pennsylvania,2021,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-44089
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,All-Purpose Disinfectant Spray,Innovasource,Huntersville,North Carolina,2023,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=85837-5
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,"ECOS PRO Multi-Surface Disinfectant & Sanitizer, fresh citrus",Radienz Living,,,2017,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-35-82206
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,NUGEN Citric-Guard Plus 6,Arxada,Allendale,New Jersey,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=6836-514
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,NUGEN Citric-Guard Wipes,Arxada,Allendale,New Jersey,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=6836-455
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,NUGEN EHP RTU,Arxada,Allendale,New Jersey,2020,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=6836-385
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,PROXI® HOME General Disinfectant Cleaner Spray,Innovasource,Huntersville,North Carolina,2023,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=85837-4
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,Purefexion Wipes,"Wexford Labs, Inc.",Kirkwood,Missouri,2011,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37
DfE,Industrial/Institutional Product,All-Purpose Cleaners,,,,Wexford Disinfectant Wipes,"Wexford Labs, Inc.",Kirkwood,Missouri,2011,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=34810-37
DfE,Industrial/Institutional Product,Other Business Products,73852070330,,,"PURELL® Healthcare Surface Disinfectant, No Bleach, No Harsh Fumes","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-4
DfE,Industrial/Institutional Product,Other Business Products,73852070347,,,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,73852070354,,,"PURELL® Professional Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,73852070361,,,"PURELL® Healthcare Surface Disinfectant, No Bleach, No Harsh Fumes","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-4
DfE,Industrial/Institutional Product,Other Business Products,73852070378,,,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,73852070385,,,"PURELL® Professional Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,73852280814,,,"PURELL® Food Processing Surface Sanitizer, Registered D2, No Rinse - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,73852280838,,,"PURELL® Food Processing Surface Sanitizer, Registered D2, No Rinse - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,6.87618E+11,,,Glisten Dishwasher Cleaner,Summit Brands,Fort Wayne,Indiana,2012,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=9902-2
DfE,Industrial/Institutional Product,Other Business Products,,73852070354,,"PURELL® Food Processing Surface Sanitizer, Registered D2, No Rinse - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,1.00739E+13,,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,1.00739E+13,,"PURELL® Professional Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,1.00739E+13,,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,1.00739E+13,,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,1.00739E+13,,"PURELL® Professional Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,1.00739E+13,,"PURELL® Food Processing Surface Sanitizer, Registered D2, No Rinse - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,1.00739E+13,,"PURELL® Healthcare Surface Disinfectant, No Bleach, No Harsh Fumes","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-4
DfE,Industrial/Institutional Product,Other Business Products,,1.00739E+13,,"PURELL® Healthcare Surface Disinfectant, No Bleach, No Harsh Fumes","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-4
DfE,Industrial/Institutional Product,Other Business Products,,,,FP PRO Food Contact Sanitizer,Spartan Chemical Company,Maumee,Ohio,2008,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=5741-36
DfE,Industrial/Institutional Product,Other Business Products,,,334006,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,,334006,"PURELL® Healthcare Surface Disinfectant, No Bleach, No Harsh Fumes","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-4
DfE,Industrial/Institutional Product,Other Business Products,,,334106,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,,334106RTL,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,,334203,"PURELL® Professional Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,,334206,"PURELL® Food Processing Surface Sanitizer, Registered D2, No Rinse - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,,334206,"PURELL® Professional Surface Disinfectant, Disinfects Food Contact Surfaces - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,,434004,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,,434004,"PURELL® Healthcare Surface Disinfectant, No Bleach, No Harsh Fumes","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-4
DfE,Industrial/Institutional Product,Other Business Products,,,434104,"PURELL® Foodservice Surface Sanitizer, No Rinse Required - Fragrance Free","GOJO Industries, Inc.",Akron,Ohio,2016,TRUE,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
DfE,Industrial/Institutional Product,Other Business Products,,,434204,"PURELL® Food Processing Surface Sanitizer, Registered D2, No Rinse - Citrus","GOJO Industries, Inc.",Akron,Ohio,2016,,,TRUE,https://www.epa.gov/pesticide-labels/dfe-certified-disinfectants#search=84150-3
